,Brand,Year,Model,Car/Suv,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,EngineL,CarAge,State
14434,Volvo,2022.0,XC60,SUV,USED,Automatic,AWD,Hybrid,7.6,17359.0,4,SUV,4,5,69900.0,2.0,2,WA
14435,Jeep,2017.0,Wrangler,SUV,USED,Automatic,4WD,Unleaded,11.7,100254.0,6,SUV,4,5,40990.0,3.6,7,WA
14436,Hyundai,2018.0,Santa,SUV,USED,Automatic,AWD,Diesel,7.5,88225.0,4,SUV,4,7,38989.0,2.2,6,WA
14437,Audi,2020.0,Q3,SUV,USED,Automatic,Front,Premium,7.2,15126.0,4,SUV,4,5,53988.0,1.4,4,WA
14438,Toyota,2015.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.5,140773.0,4,Ute / Tray,4,5,44490.0,2.8,9,WA
14439,Isuzu,2016.0,D-MAX,Ute / Tray,USED,Automatic,4WD,Diesel,8.1,86104.0,4,Ute / Tray,4,5,45994.0,3.0,8,WA
14440,HSV,2012.0,Clubsport,Sedan,USED,Automatic,Rear,Premium,13.9,174035.0,8,Sedan,4,5,49969.0,6.2,12,WA
14441,Toyota,2019.0,Camry,Sedan,USED,Automatic,Front,Hybrid,4.2,62356.0,4,Sedan,4,5,36990.0,2.5,5,WA
14444,Toyota,2009.0,Landcruiser,SUV,USED,Manual,4WD,Diesel,11.9,258104.0,8,SUV,4,5,41990.0,4.5,15,WA
14445,Mercedes-Benz,2016.0,GLE43,SUV,USED,Automatic,AWD,Premium,8.7,76499.0,6,SUV,4,5,73990.0,3.0,8,WA
14446,Renault,2017.0,Captur,SUV,USED,Automatic,Front,Premium,5.8,34005.0,4,SUV,4,5,21990.0,1.2,7,WA
14447,Mitsubishi,2022.0,Triton,Ute / Tray,USED,Automatic,4WD,Diesel,8.6,17539.0,4,Ute / Tray,4,5,52998.0,2.4,2,WA
14448,Volkswagen,2018.0,Amarok,Ute / Tray,USED,Automatic,4WD,Diesel,7.8,101932.0,6,Ute / Tray,4,5,47990.0,3.0,6,WA
14449,Mitsubishi,2020.0,Triton,Ute / Tray,USED,Manual,4WD,Diesel,7.9,19931.0,4,Ute / Tray,4,5,46994.0,2.4,4,WA
14450,Mazda,2018.0,CX-5,SUV,USED,Automatic,AWD,Unleaded,7.5,51246.0,4,SUV,4,5,34999.0,2.5,6,WA
14451,Isuzu,2022.0,D-MAX,Ute / Tray,USED,Automatic,4WD,Diesel,7.7,13810.0,4,Ute / Tray,4,5,69578.0,3.0,2,WA
14452,Toyota,2023.0,Landcruiser,SUV,USED,Automatic,4WD,Diesel,8.9,750.0,6,SUV,4,5,162888.0,3.3,1,WA
14453,Ford,2017.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,9.0,79000.0,5,Ute / Tray,4,5,53990.0,3.2,7,WA
14454,Subaru,2013.0,WRX,Hatchback,USED,Manual,AWD,Premium,10.7,120130.0,4,Hatchback,5,5,27990.0,2.5,11,WA
14455,Toyota,2017.0,Landcruiser,Ute / Tray,USED,Manual,4WD,Diesel,10.7,135334.0,8,Ute / Tray,4,5,73480.0,4.5,7,WA
14456,Nissan,2022.0,Navara,Ute / Tray,USED,Automatic,4WD,Diesel,7.9,18955.0,4,Ute / Tray,4,5,53888.0,2.3,2,WA
14458,Toyota,2009.0,Yaris,Hatchback,USED,Automatic,Front,Unleaded,6.5,195535.0,4,Hatchback,5,5,9450.0,1.3,15,WA
14459,Ford,2018.0,Escape,SUV,USED,Automatic,AWD,Diesel,5.6,91632.0,4,SUV,4,5,29369.0,2.0,6,WA
14460,Kia,2019.0,Cerato,Hatchback,USED,Automatic,Front,Unleaded,7.4,60692.0,4,Hatchback,5,5,22999.0,2.0,5,WA
14461,Suzuki,2019.0,Jimny,SUV,USED,Automatic,4WD,Unleaded,6.9,61578.0,4,SUV,2,4,35990.0,1.5,5,WA
14462,Ford,2019.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,8.9,185119.0,5,Ute / Tray,4,5,38988.0,3.2,5,WA
14463,Ford,2019.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,8.7,171500.0,5,Ute / Tray,4,5,43888.0,3.2,5,WA
14464,Ford,2019.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,8.9,72367.0,5,Ute / Tray,4,5,55385.0,3.2,5,WA
14465,Hyundai,2019.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.4,57706.0,4,Hatchback,4,5,22999.0,2.0,5,WA
14466,Toyota,2020.0,Hilux,Ute / Tray,USED,Manual,Rear,Diesel,7.1,69610.0,4,Ute / Tray,4,5,43988.0,2.8,4,WA
14467,Toyota,2020.0,RAV4,SUV,USED,Automatic,AWD,Hybrid,4.8,38573.0,4,SUV,5,5,57988.0,2.5,4,WA
14468,Isuzu,2023.0,D-MAX,Gardner Isuzu,NEW,Automatic,Front,Diesel,8.0,5.0,4,Ute / Tray,4,5,52389.0,3.0,1,WA
14469,Hyundai,2020.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.4,57360.0,4,Hatchback,4,5,23999.0,2.0,4,WA
14470,Isuzu,2023.0,MU-X,SUV,USED,Automatic,4WD,Diesel,8.3,10.0,4,SUV,4,7,74950.0,3.0,1,WA
14471,Honda,2008.0,Odyssey,Wagon,USED,Automatic,Front,Unleaded,9.4,150900.0,4,Wagon,4,7,9990.0,2.4,16,WA
14472,Toyota,2016.0,Landcruiser,Ute / Tray,USED,Manual,4WD,Diesel,10.7,129438.0,8,Ute / Tray,2,2,79977.0,4.5,8,WA
14473,MG,2021.0,ZS,SUV,USED,Automatic,Front,Electric,0.0,14685.0,0,SUV,4,5,36999.0,0.0,3,WA
14474,Isuzu,2017.0,MU-X,SUV,USED,Automatic,4WD,Diesel,7.9,98716.0,4,SUV,4,7,44951.0,3.0,7,WA
14475,Toyota,2018.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.5,83126.0,4,Ute / Tray,4,5,55989.0,2.8,6,WA
14476,Mitsubishi,2020.0,Pajero,SUV,USED,Automatic,4WD,Diesel,9.1,38478.0,4,SUV,4,7,63989.0,3.2,4,WA
14477,Renault,2019.0,Koleos,SUV,USED,Automatic,Front,Unleaded,8.1,62490.0,4,SUV,4,5,27990.0,2.5,5,WA
14479,Toyota,2023.0,Landcruiser,Ute / Tray,USED,Manual,AWD,Diesel,10.7,50.0,8,Ute / Tray,4,5,116988.0,4.5,1,WA
14480,Toyota,2016.0,Landcruiser,SUV,USED,Automatic,4WD,Diesel,9.5,111183.0,8,SUV,4,7,96926.0,4.5,8,WA
14481,Mercedes-Benz,2016.0,Vito,Commercial,USED,Automatic,Rear,Diesel,6.0,106379.0,4,Commercial,4,2,24990.0,2.1,8,WA
14482,Toyota,2020.0,Landcruiser,SUV,USED,Automatic,4WD,Diesel,9.5,48132.0,8,SUV,4,7,131988.0,4.5,4,WA
14483,Hyundai,2020.0,Kona,SUV,USED,Automatic,Front,Unleaded,6.2,56322.0,4,SUV,4,5,26977.0,2.0,4,WA
14484,Toyota,2019.0,Landcruiser,Ute / Tray,USED,Manual,4WD,Diesel,10.7,99062.0,8,Ute / Tray,4,5,93988.0,4.5,5,WA
14485,Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,7.4,122125.0,4,Ute / Tray,4,5,44888.0,2.0,6,WA
14486,Toyota,2016.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.5,157966.0,4,Ute / Tray,4,5,43988.0,2.8,8,WA
14487,Land,2017.0,Rover,SUV,USED,Automatic,AWD,Premium,12.8,47455.0,8,SUV,4,5,152990.0,5.0,7,WA
14489,Nissan,2021.0,Patrol,SUV,USED,Automatic,4WD,Premium,14.4,21604.0,8,SUV,4,8,92995.0,5.6,3,WA
14490,Renault,2020.0,Koleos,SUV,USED,Automatic,Front,Unleaded,8.1,65851.0,4,SUV,4,5,29980.0,2.5,4,WA
14491,Land,2021.0,Rover,SUV,USED,Automatic,AWD,Diesel,7.5,35000.0,6,SUV,4,7,119990.0,3.0,3,WA
14492,MG,2021.0,ZS,SUV,USED,Automatic,Front,Electric,0.0,9957.0,0,SUV,4,5,36999.0,0.0,3,WA
14493,Hyundai,2020.0,Kona,SUV,USED,Automatic,Front,Unleaded,6.2,54045.0,4,SUV,4,5,26999.0,2.0,4,WA
14494,Volkswagen,2021.0,T-ROC,SUV,USED,Automatic,AWD,Premium,7.2,19736.0,4,SUV,4,5,45999.0,2.0,3,WA
14495,Ford,2008.0,Territory,SUV,USED,Automatic,AWD,Unleaded,12.2,217949.0,6,SUV,4,5,6985.0,4.0,16,WA
14496,Lexus,2019.0,RX450H,SUV,USED,Automatic,AWD,Hybrid,5.7,44686.0,6,SUV,4,5,79990.0,3.5,5,WA
14497,Nissan,2020.0,Leaf,Hatchback,USED,Automatic,Front,Electric,0.0,13662.0,0,Hatchback,5,5,38965.0,0.0,4,WA
14498,Volvo,2022.0,XC60,SUV,USED,Automatic,AWD,Premium,7.6,8273.0,4,SUV,4,5,79990.0,2.0,2,WA
14499,MG,2022.0,HS,SUV,USED,Automatic,Front,Unleaded,7.3,28255.0,4,SUV,4,5,26977.0,1.5,2,WA
14500,MG,2021.0,HS,SUV,USED,Automatic,Front,Unleaded,7.3,37981.0,4,SUV,4,5,26990.0,1.5,3,WA
14501,Ford,2021.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,8.9,86782.0,5,Ute / Tray,4,5,57887.0,3.2,3,WA
14502,MG,2021.0,HS,SUV,USED,Automatic,Front,Unleaded,7.3,9630.0,4,SUV,4,5,27977.0,1.5,3,WA
14503,Toyota,2021.0,Landcruiser,SUV,USED,Automatic,4WD,Diesel,8.9,21799.0,6,SUV,4,7,126990.0,3.3,3,WA
14504,Renault,2019.0,Koleos,SUV,USED,Automatic,Front,Premium,8.1,59002.0,4,SUV,4,5,27990.0,2.5,5,WA
14505,Toyota,2022.0,Landcruiser,SUV,USED,Automatic,4WD,Diesel,8.9,12213.0,6,SUV,4,7,155990.0,3.3,2,WA
14506,Mercedes-Benz,2019.0,C43,Coupe,USED,Automatic,AWD,Premium,9.5,7033.0,6,Coupe,2,4,93969.0,3.0,5,WA
14507,Toyota,2023.0,Fortuner,SUV,USED,Automatic,4WD,Diesel,7.6,19.0,4,SUV,4,7,79990.0,2.8,1,WA
14508,Toyota,2019.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.5,133902.0,4,Ute / Tray,4,5,47980.0,2.8,5,WA
14509,Toyota,2022.0,Landcruiser,Ute / Tray,USED,Manual,4WD,Diesel,10.7,12500.0,8,Ute / Tray,4,5,115977.0,4.5,2,WA
14510,Hyundai,2007.0,Accent,Sedan,USED,Automatic,Front,Unleaded,7.1,246512.0,4,Sedan,4,5,5000.0,1.6,17,WA
14513,Mitsubishi,2016.0,Lancer,Sedan,USED,Automatic,Front,Unleaded,7.2,133876.0,4,Sedan,4,5,16977.0,2.0,8,WA
14515,Toyota,2006.0,Tarago,Wagon,USED,Automatic,Front,Unleaded,9.5,189311.0,4,Wagon,4,8,14990.0,2.4,18,WA
14516,Chrysler,2010.0,300C,Sedan,USED,Automatic,Rear,Premium,12.1,32409.0,8,Sedan,4,5,29999.0,5.7,14,WA
14517,Holden,2009.0,Commodore,Sedan,USED,Manual,Rear,Unleaded,11.0,159420.0,6,Sedan,4,5,14990.0,3.6,15,WA
14518,Jeep,2014.0,Compass,SUV,USED,Automatic,Rear,Premium,8.3,175284.0,4,SUV,4,5,13990.0,2.0,10,WA
14519,Toyota,2015.0,Camry,Sedan,USED,Automatic,Front,Unleaded,7.8,38647.0,4,Sedan,4,5,23990.0,2.5,9,WA
14520,Suzuki,2023.0,Jimny,SUV,USED,Manual,AWD,Unleaded,6.4,50.0,4,SUV,2,4,39999.0,1.5,1,WA
14522,Hyundai,2014.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.1,57388.0,4,Hatchback,5,5,17990.0,1.8,10,WA
14523,Toyota,2017.0,Corolla,Sedan,USED,Automatic,Front,Unleaded,6.6,117295.0,4,Sedan,4,5,23888.0,1.8,7,WA
14524,Nissan,2012.0,X-Trail,SUV,USED,Automatic,4WD,Unleaded,9.1,96111.0,4,SUV,4,5,17985.0,2.5,12,WA
14525,Mazda,2023.0,BT-50,Ute / Tray,USED,Automatic,4WD,Diesel,8.0,1030.0,4,Ute / Tray,4,5,71988.0,3.0,1,WA
14526,Toyota,2010.0,HiAce,Commercial,USED,Manual,Rear,Diesel,8.6,326893.0,4,Commercial,4,3,19985.0,3.0,14,WA
14527,Mercedes-Benz,2013.0,B250,Hatchback,USED,Automatic,Front,Premium,6.5,188584.0,4,Hatchback,5,5,16990.0,2.0,11,WA
14528,Nissan,2019.0,Qashqai,SUV,USED,Automatic,Front,Unleaded,6.9,71517.0,4,SUV,4,5,25942.0,2.0,5,WA
14530,Ford,2009.0,Falcon,Sedan,USED,Automatic,Rear,Unleaded,10.5,127511.0,6,Sedan,4,5,12990.0,4.0,15,WA
14531,Mitsubishi,2021.0,ASX,SUV,USED,Automatic,Front,Unleaded,7.6,85836.0,4,SUV,4,5,22888.0,2.0,3,WA
14532,Subaru,2013.0,Outback,SUV,USED,Automatic,AWD,Premium,8.0,174579.0,4,SUV,4,5,12990.0,2.5,11,WA
14533,Kia,2019.0,Cerato,Sedan,USED,Automatic,Front,Unleaded,7.4,60590.0,4,Sedan,4,5,22999.0,2.0,5,WA
14534,Toyota,2022.0,Landcruiser,SUV,USED,Manual,AWD,Diesel,10.7,37843.0,8,SUV,4,5,98888.0,4.5,2,WA
14536,Subaru,2020.0,Forester,SUV,USED,Automatic,AWD,Unleaded,7.4,47453.0,4,SUV,4,5,33999.0,2.5,4,WA
14537,Volkswagen,2019.0,Golf,Wagon,USED,Automatic,Front,Premium,5.6,19960.0,4,Wagon,4,5,35999.0,1.4,5,WA
14538,Toyota,2023.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.0,10.0,4,Ute / Tray,4,5,81988.0,2.8,1,WA
14539,Mitsubishi,2019.0,ASX,SUV,USED,Automatic,Front,Unleaded,7.6,64001.0,4,SUV,4,5,28970.0,2.0,5,WA
14540,Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,Rear,Diesel,7.8,239542.0,4,Ute / Tray,4,5,21750.0,2.2,6,WA
14541,Toyota,2022.0,Landcruiser,Ute / Tray,USED,Manual,4WD,Diesel,10.7,40412.0,8,Ute / Tray,2,2,109992.0,4.5,2,WA
14543,Toyota,2017.0,Landcruiser,Ute / Tray,USED,Manual,4WD,Diesel,10.7,102468.0,8,Ute / Tray,2,3,83988.0,4.5,7,WA
14545,Toyota,2022.0,Landcruiser,Ute / Tray,USED,Manual,4WD,Diesel,10.7,10262.0,8,Ute / Tray,2,2,116984.0,4.5,2,WA
14549,Ford,2016.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,9.0,212109.0,5,Ute / Tray,4,5,30990.0,3.2,8,WA
14550,Holden,2011.0,Commodore,Wagon,USED,Automatic,Rear,Unleaded,9.6,210222.0,6,Wagon,4,5,8985.0,3.0,13,WA
14551,Hyundai,2020.0,Kona,SUV,USED,Automatic,Front,Unleaded,6.2,4766.0,4,SUV,4,5,26999.0,2.0,4,WA
14552,Toyota,1998.0,Landcruiser,SUV,USED,Automatic,4WD,Unleaded,15.0,416885.0,6,SUV,4,8,9990.0,3.4,26,WA
14553,Hyundai,2014.0,Santa,SUV,USED,Automatic,AWD,Diesel,7.3,183096.0,4,SUV,4,7,16999.0,2.2,10,WA
14554,Subaru,2007.0,Outback,SUV,USED,Manual,AWD,Unleaded,9.1,151949.0,4,SUV,4,5,10990.0,2.5,17,WA
14555,Great,2011.0,Wall,SUV,USED,Manual,4WD,Unleaded,10.4,108881.0,4,SUV,4,5,7990.0,2.4,13,WA
14556,Toyota,2018.0,RAV4,SUV,USED,Automatic,AWD,Diesel,6.5,40750.0,4,SUV,4,5,33999.0,2.2,6,WA
14558,Mitsubishi,2017.0,Outlander,SUV,USED,Automatic,Front,Unleaded,6.6,30709.0,4,SUV,4,7,25992.0,2.0,7,WA
14559,Mercedes-Benz,2013.0,A200,Hatchback,USED,Automatic,Front,Premium,6.1,115829.0,4,Hatchback,5,5,19888.0,1.6,11,WA
14560,Toyota,2008.0,Aurion,Sedan,USED,Automatic,Front,Unleaded,9.9,245801.0,6,Sedan,4,5,8990.0,3.5,16,WA
14561,MG,2021.0,HS,SUV,USED,Automatic,Front,Unleaded,7.3,34130.0,4,SUV,4,5,28588.0,1.5,3,WA
14562,Ford,2011.0,Territory,SUV,USED,Automatic,Rear,Diesel,8.2,171495.0,6,SUV,4,5,10990.0,2.7,13,WA
14563,Toyota,2021.0,Camry,Sedan,USED,Automatic,Front,Hybrid,4.7,67694.0,4,Sedan,4,5,40998.0,2.5,3,WA
14564,Nissan,2008.0,X-Trail,SUV,USED,Automatic,4WD,Diesel,8.1,189150.0,4,SUV,4,5,12990.0,2.0,16,WA
14565,Kia,2015.0,Cerato,Hatchback,USED,Automatic,Front,Unleaded,7.1,178815.0,4,Hatchback,5,5,12999.0,1.8,9,WA
14566,Toyota,2017.0,Landcruiser,SUV,USED,Automatic,4WD,Diesel,8.0,198241.0,4,SUV,4,5,39980.0,2.8,7,WA
14568,Mazda,2016.0,CX-5,SUV,USED,Automatic,AWD,Unleaded,7.4,92907.0,4,SUV,4,5,23990.0,2.5,8,WA
14569,Toyota,2018.0,Corolla,Hatchback,USED,Automatic,Front,Unleaded,6.0,138552.0,4,Hatchback,5,5,20888.0,2.0,6,WA
14570,Fiat,2013.0,Punto,Hatchback,USED,Automatic,Front,Unleaded,5.4,188475.0,4,Hatchback,5,5,8990.0,1.4,11,WA
14571,Jeep,2009.0,Grand,SUV,USED,Automatic,4WD,Unleaded,13.9,264060.0,8,SUV,4,5,9990.0,4.7,15,WA
14572,Kia,2009.0,Sportage,SUV,USED,Automatic,Front,Unleaded,8.2,217103.0,4,SUV,4,5,7450.0,2.0,15,WA
14573,Holden,2019.0,Colorado,Ute / Tray,USED,Automatic,4WD,Diesel,8.7,122419.0,4,Ute / Tray,4,5,39997.0,2.8,5,WA
14574,Mercedes-Benz,2006.0,CLS500,Sedan,USED,Automatic,Rear,Premium,17.8,265584.0,8,Sedan,4,4,12950.0,5.0,18,WA
14575,Nissan,2003.0,Patrol,SUV,USED,Manual,4WD,Diesel,0.0,284253.0,4,SUV,4,7,15990.0,3.0,21,WA
14576,Kia,2018.0,Picanto,Hatchback,USED,Automatic,Front,Unleaded,5.8,69835.0,4,Hatchback,5,5,18499.0,1.2,6,WA
14577,Toyota,2010.0,Hilux,Ute / Tray,USED,Manual,Rear,Unleaded,11.2,186416.0,4,Ute / Tray,2,3,12999.0,2.7,14,WA
14578,Holden,2014.0,Caprice,Sedan,USED,Automatic,Rear,Premium,11.7,268802.0,8,Sedan,4,5,24990.0,6.0,10,WA
14579,Audi,2020.0,SQ8,SUV,USED,Automatic,AWD,Diesel,7.8,47750.0,8,SUV,4,5,164889.0,4.0,4,WA
14580,Kia,2019.0,Sportage,SUV,USED,Automatic,Front,Unleaded,7.9,49215.0,4,SUV,4,5,29999.0,2.0,5,WA
14581,Alfa,2017.0,Romeo,Hatchback,USED,Automatic,Front,Premium,6.8,52820.0,4,Hatchback,5,5,28999.0,1.7,7,WA
14582,Subaru,2017.0,Outback,SUV,USED,Automatic,AWD,Premium,7.3,59359.0,4,SUV,4,5,31999.0,2.5,7,WA
14583,Mazda,2012.0,3,Sedan,USED,Manual,Front,Unleaded,8.6,122362.0,4,Sedan,4,5,11455.0,2.0,12,WA
14584,Kia,2017.0,Cerato,Sedan,USED,Automatic,Front,Unleaded,7.3,74736.0,4,Sedan,4,5,21999.0,2.0,7,WA
14585,Holden,2012.0,Commodore,Ute / Tray,USED,Manual,Rear,Unleaded,9.8,103373.0,6,Ute / Tray,2,2,21992.0,3.6,12,WA
14586,Mazda,2018.0,CX-5,SUV,USED,Automatic,AWD,Unleaded,7.5,87245.0,4,SUV,4,5,29999.0,2.5,6,WA
14587,Honda,2015.0,HR-V,SUV,USED,Automatic,Front,Unleaded,6.9,98048.0,4,SUV,4,5,23369.0,1.8,9,WA
14588,HSV,1996.0,Maloo,Ute / Tray,USED,Automatic,Rear,Unleaded,0.0,196528.0,8,Ute / Tray,2,3,39990.0,5.0,28,WA
14589,Toyota,2006.0,Landcruiser,SUV,USED,Automatic,4WD,Diesel,11.2,429513.0,6,SUV,4,8,37999.0,4.2,18,WA
14590,Hyundai,2018.0,Tucson,SUV,USED,Automatic,Front,Unleaded,7.9,55738.0,4,SUV,4,5,28982.0,2.0,6,WA
14591,MG,2021.0,ZST,SUV,USED,Automatic,Front,Unleaded,7.3,7759.0,3,SUV,5,5,29999.0,1.3,3,WA
14592,Holden,2016.0,Colorado,SUV,USED,Automatic,4WD,Diesel,9.4,159592.0,4,SUV,4,7,26369.0,2.8,8,WA
14593,Jeep,2016.0,Grand,SUV,USED,Automatic,4WD,Premium,10.4,79287.0,6,SUV,4,5,33990.0,3.6,8,WA
14594,Hyundai,2020.0,Tucson,SUV,USED,Automatic,Front,Unleaded,7.9,68835.0,4,SUV,4,5,26990.0,2.0,4,WA
14595,Toyota,2022.0,Landcruiser,SUV,USED,Automatic,4WD,Diesel,7.9,27001.0,4,SUV,4,7,87999.0,2.8,2,WA
14596,Mitsubishi,2020.0,Outlander,SUV,USED,Automatic,Front,Unleaded,7.2,28495.0,4,SUV,4,7,30990.0,2.4,4,WA
14597,Ford,2015.0,Ecosport,SUV,USED,Automatic,Front,Premium,6.5,101344.0,4,SUV,4,5,13999.0,1.5,9,WA
14598,Jeep,2007.0,Wrangler,SUV,USED,Automatic,4WD,Unleaded,11.6,164270.0,6,SUV,2,4,16990.0,3.8,17,WA
14599,Holden,2013.0,Trax,SUV,USED,Automatic,Front,Unleaded,7.6,161900.0,4,SUV,4,5,13988.0,1.8,11,WA
14601,Holden,2017.0,Colorado,Ute / Tray,USED,Automatic,4WD,Diesel,9.0,81461.0,4,Ute / Tray,4,5,34990.0,2.8,7,WA
14602,Mitsubishi,2017.0,Triton,Ute / Tray,USED,Manual,Rear,Unleaded,10.9,14950.0,4,Ute / Tray,2,2,27999.0,2.4,7,WA
14603,Ford,2018.0,Endura,SUV,USED,Automatic,Front,Diesel,6.7,81500.0,4,SUV,4,5,30988.0,2.0,6,WA
14604,Toyota,2012.0,Hilux,Ute / Tray,USED,Manual,4WD,Diesel,8.3,300200.0,4,Ute / Tray,4,5,16990.0,3.0,12,WA
14605,Honda,2016.0,HR-V,SUV,USED,Automatic,Front,Unleaded,6.9,74781.0,4,SUV,4,5,20990.0,1.8,8,WA
14606,Hyundai,2010.0,Santa,SUV,USED,Manual,4WD,Diesel,6.7,208901.0,4,SUV,4,7,13999.0,2.2,14,WA
14607,Mitsubishi,2013.0,Pajero,SUV,USED,Automatic,4WD,Diesel,9.0,222086.0,4,SUV,4,7,25990.0,3.2,11,WA
14608,Toyota,2016.0,86,Coupe,USED,Manual,Rear,Premium,7.8,66901.0,4,Coupe,2,4,26877.0,2.0,8,WA
14610,Ford,2013.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,9.2,272300.0,5,Ute / Tray,2,2,17990.0,3.2,11,WA
14611,Nissan,2019.0,Navara,Ute / Tray,USED,Manual,4WD,Diesel,6.5,109540.0,4,Ute / Tray,4,5,39998.0,2.3,5,WA
14613,GWM,2023.0,Haval,Morley GWM,NEW,Automatic,Front,Premium,8.1,1.0,4,SUV,4,5,34485.0,1.5,1,WA
14614,Hyundai,2011.0,Santa,SUV,USED,Automatic,4WD,Diesel,7.5,252120.0,4,SUV,4,5,11990.0,2.2,13,WA
14615,Mercedes-Benz,2012.0,C200,Wagon,USED,Automatic,Rear,Premium,7.3,248527.0,4,Wagon,4,5,9985.0,1.8,12,WA
14616,Mitsubishi,2019.0,Outlander,SUV,USED,Automatic,AWD,Unleaded,7.2,115918.0,4,SUV,4,7,26990.0,2.4,5,WA
14617,Volvo,2004.0,V50,Wagon,USED,Automatic,Front,Unleaded,9.2,132523.0,5,Wagon,4,5,9990.0,2.4,20,WA
14618,Toyota,2014.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.7,133218.0,4,Ute / Tray,4,5,43990.0,3.0,10,WA
14619,Land,2008.0,Rover,SUV,USED,Automatic,4WD,Diesel,10.2,186627.0,6,SUV,4,5,18990.0,2.7,16,WA
14620,Nissan,2010.0,Patrol,SUV,USED,Automatic,4WD,Diesel,11.8,299991.0,4,SUV,4,7,19999.0,3.0,14,WA
14621,Mercedes-Benz,2017.0,C220,Sedan,USED,Automatic,Rear,Diesel,4.7,91581.0,4,Sedan,4,4,37888.0,2.1,7,WA
14622,Holden,2005.0,Commodore,Ute / Tray,USED,Manual,Rear,Unleaded,0.0,259743.0,6,Ute / Tray,2,2,5990.0,3.6,19,WA
14623,Mitsubishi,2019.0,ASX,SUV,USED,Automatic,Front,Unleaded,7.6,93786.0,4,SUV,4,5,22488.0,2.0,5,WA
14624,Toyota,2003.0,Landcruiser,SUV,USED,Manual,4WD,Unleaded,13.8,335974.0,6,SUV,4,8,14990.0,4.0,21,WA
14625,Holden,2018.0,Astra,Sedan,USED,Automatic,Front,Unleaded,6.1,33999.0,4,Sedan,4,5,19988.0,1.4,6,WA
14626,Audi,2019.0,Q2,SUV,USED,Automatic,AWD,Premium,6.5,35342.0,4,SUV,4,5,42369.0,2.0,5,WA
14627,Land,2015.0,Rover,SUV,USED,Automatic,AWD,Diesel,6.1,135174.0,4,SUV,4,5,34999.0,2.2,9,WA
14628,Mazda,2021.0,BT-50,Ute / Tray,USED,Automatic,4WD,Diesel,8.0,38592.0,4,Ute / Tray,4,5,59488.0,3.0,3,WA
14629,Jaguar,2017.0,XE,Sedan,USED,Automatic,Rear,Premium,6.3,125043.0,4,Sedan,4,5,28888.0,2.0,7,WA
14630,BMW,2011.0,X3,SUV,USED,Automatic,4WD,Diesel,6.0,119565.0,6,SUV,4,5,19888.0,3.0,13,WA
14631,Smart,2007.0,Fortwo,Coupe,USED,Automatic,Front,Premium,5.9,88178.0,3,Coupe,2,2,5985.0,0.7,17,WA
14632,MG,2021.0,ZS,SUV,USED,Automatic,Front,Electric,0.0,32953.0,0,SUV,4,5,39888.0,0.0,3,WA
14633,Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,8.7,138989.0,5,Ute / Tray,4,5,37990.0,3.2,6,WA
14634,Mitsubishi,2017.0,Outlander,SUV,USED,Automatic,AWD,Unleaded,7.5,89691.0,4,SUV,4,7,27990.0,2.4,7,WA
14635,Mitsubishi,2021.0,ASX,SUV,USED,Automatic,Front,Unleaded,7.6,50184.0,4,SUV,4,5,25290.0,2.0,3,WA
14636,Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,8.7,140644.0,5,Ute / Tray,4,5,51990.0,3.2,6,WA
14637,Volkswagen,2017.0,Amarok,Ute / Tray,USED,Automatic,4WD,Diesel,7.8,117156.0,6,Ute / Tray,4,5,46999.0,3.0,7,WA
14638,Volkswagen,2022.0,T-Cross,SUV,USED,Automatic,Front,Premium,5.4,14795.0,3,SUV,4,5,34990.0,1.0,2,WA
14639,Toyota,2015.0,Landcruiser,SUV,USED,Automatic,4WD,Diesel,8.5,183536.0,4,SUV,4,7,48990.0,3.0,9,WA
14640,Holden,2016.0,Colorado,Ute / Tray,USED,Manual,4WD,Diesel,7.9,125168.0,4,Ute / Tray,4,5,29490.0,2.8,8,WA
14641,Holden,2009.0,Epica,Sedan,USED,Automatic,Front,Unleaded,9.3,202000.0,6,Sedan,4,5,4999.0,2.5,15,WA
